Datetime,High,Low,Close,Open,Volume,Adj Close
2019-05-10,0.29017430449447135,0.33735170967191414,0.28757332638633326,0.3431727934286068,0.20699025769011034,0.2875732105325268
2019-05-13,0.24535529895709562,0.2837733909328752,0.2476173086716229,0.29971025017216907,0.14777903899930842,0.24761728768423819
2019-05-14,0.2078146134477037,0.27879829887575197,0.23515395984772391,0.2602317929540839,0.12742054304356978,0.2351538810926247
2019-05-15,0.18425591571279443,0.2619593966150658,0.22324044202805005,0.24067369684595258,0.11316414589409748,0.2232403764316252
2019-05-16,0.17812682718328143,0.25143511007510705,0.2052785734094833,0.23071355083187967,0.13236311152539315,0.20527855765717196
2019-05-17,0.20111087263670602,0.2411021423473278,0.24523459112419366,0.21369068800023433,0.21297396036924557,0.24523455639587322
2019-05-20,0.20053629341972,0.27210104553066555,0.2318548339874288,0.25135823470005475,0.13770973028234657,0.23185477307059066
2019-05-21,0.19019342912697978,0.26980478181699,0.22653956788834517,0.2453821056425261,0.18568647202092792,0.22653948445365923
2019-05-22,0.20111087263670602,0.27095291367382773,0.23332107330451968,0.24176028460599636,0.07766034218360045,0.2333209758444611
2019-05-23,0.20034479136889083,0.26903943357368504,0.22342376564110666,0.24357119512426123,0.0688182187208708,0.22342372766877172
2019-05-24,0.18042521711572412,0.2169919573104298,0.17357037034551082,0.23922491316589417,0.343886249511381,0.17357032897355562
2019-05-27,0.14633215303724556,0.21947953983628482,0.17943546744881944,0.19195948545382363,0.09229823796493972,0.1794354056854821
2019-05-28,0.14422526515563194,0.20723301901377594,0.1807184530703262,0.19105396111288303,0.16688967736115706,0.18071837105782507
2019-05-29,0.1379046015107912,0.20034444685651004,0.15817447296995757,0.1921405488729268,0.14210542141504046,0.15817436505337568
2019-05-30,0.11664429370832474,0.18618444593385847,0.15909088128282345,0.17222025684478098,0.11079434404786961,0.1590908935678701
2019-05-31,0.11606971449133874,0.17546880408442672,0.13673022479551156,0.17022821382560477,0.15807574345250625,0.1367301629101545
2019-06-03,0.0957670630720151,0.15748180646419624,0.12151758111554234,0.15356754691397395,0.16825405177857294,0.12151751228191465
