Datetime,High,Low,Close,Open,Volume,Adj Close
2019-05-10,0.17174470078682913,0.1704158275439211,0.17630138459457811,0.16710524402180532,0.0048785720770244696,0.1746373213690464
2019-05-13,0.16975283851909134,0.17097184885825428,0.1744561942115358,0.17391866866911948,0.008360748746297483,0.17279233623204585
2019-05-14,0.1766338486846764,0.17931218626234657,0.18128344793906437,0.17428697329338916,0.010325753608653745,0.17961892390163
2019-05-15,0.1791689304050973,0.1752346730384437,0.1840512335136278,0.1798113669060386,0.044707179204094095,0.18238647293847185
2019-05-16,0.1856877712257337,0.18320431777358404,0.1888487707754853,0.18367842485975366,0.014303581133368846,0.18718350562601435
2019-05-17,0.1869553293683141,0.1896912272111061,0.18958683988437758,0.18828209206200808,0.03586840330256578,0.18792149968081454
2019-05-20,0.19220661204637007,0.19469543672919937,0.19530697233775624,0.18993942772094247,0.019899219084038727,0.1936410606025278
2019-05-21,0.20234704262227338,0.2000703035380551,0.20250327823054243,0.19491136439718743,0.5022908421898712,0.20083671663085315
2019-05-22,0.20089843437195853,0.2026650814643397,0.19789026705131374,0.20301382007916635,0.015249604264965619,0.19622414679134018
2019-05-23,0.20234704262227338,0.19284204414081857,0.2047175207788423,0.19675285236825663,0.006083746566363929,0.20305073446092434
2019-05-24,0.20071734969948424,0.20099699983224545,0.19991998351698487,0.20540772983636096,0.004169048443127099,0.1982536661077113
2019-05-27,0.19908762221195514,0.20229438879538775,0.20176517390002713,0.20172478904450164,0.0,0.20009865124471185
2019-05-28,0.20180382316959028,0.20507451305614832,0.20564011597036347,0.20319797239130116,0.004694893398360513,0.20397322702942458
2019-05-29,0.2052443282523828,0.20674255931005314,0.20711628940977106,0.20209309366877126,0.008868970001319641,0.2054492508046956
2019-05-30,0.2101334415854902,0.21063472619948004,0.21136024842374207,0.20577603446063059,0.011078041741922506,0.20969278795113785
2019-05-31,0.20995235691301584,0.2136001614165271,0.2091460058754422,0.2107479711368756,0.008194693767844782,0.20747877012106666
2019-06-03,0.20796049464527805,0.2017383851701493,0.20158068303902127,0.2087223660039506,0.019182153210393318,0.19991418839668232
2019-06-04,0.19782006406937475,0.1978462182807224,0.19604504144664853,0.20135648442023196,0.008582163764500805,0.19437905465732805
2019-06-05,0.19274986606379307,0.1930273550971051,0.18958683988437758,0.19509551670932224,0.005862331548160607,0.18792149968081454
2019-06-06,0.19274986606379307,0.19024726621453397,0.19752121488605612,0.18938697078453798,0.0060535524665726054,0.19585511409826953
2019-06-07,0.19999304557432684,0.20359177775853005,0.2052710990267288,0.19841015287691194,0.020470342618559546,0.20360426566769504
2019-06-10,0.2052443282523828,0.20915199090186176,0.20803888460129222,0.20393454648956139,0.0047829616178184705,0.20637174337319583
2019-06-11,0.2072361905201206,0.2056305520595762,0.21043765323222097,0.2109321234490104,0.015194244225214999,0.2087702953826376
2019-06-12,0.2052443282523828,0.21193211516262234,0.20988407498433448,0.21001139703861532,0.00466469929856919,0.2082167641758669
2019-06-13,0.2162901130611779,0.21137607615919446,0.21136024842374207,0.20945894010221083,0.013309765342568655,0.20969278795113785
2019-06-14,0.21303069265085972,0.21397085408547906,0.21855651909490537,0.2114845803854149,0.0052811265531765746,0.21688837264812214
2019-06-17,0.228422405904819,0.2228671951148098,0.2338717260719989,0.21848212219458485,0.037695033206344646,0.23220210594193194
2019-06-18,0.24073578342093438,0.23695309199670972,0.24586553400501965,0.23302969789960826,0.017285078787367743,0.2441947589921292
2019-06-19,0.24200334156351477,0.2467761293202308,0.2453119909787561,0.24444678974917683,0.006046010226824564,0.24364126345102902
2019-06-21,0.251600552686735,0.2502976035407058,0.2537999090066982,0.2448150943734465,0.007784571911145477,0.25212833774391363
2019-06-24,0.2508762139968376,0.2510389535004202,0.24623458617027727,0.2534699718415508,0.00558809571092184,0.24456375601952932
2019-06-25,0.24761679358651945,0.24510808306632603,0.24475841273086968,0.24628824256996695,0.007472599734367345,0.24308776790992884
2019-06-26,0.24399520383125256,0.24455204406289816,0.24475841273086968,0.24555166847170673,0.0028732916544136696,0.24308776790992884
2019-06-27,0.24327089970609517,0.24529339402261252,0.2493714239100983,0.24426263743704202,0.0023172525993889327,0.24770026641810075
2019-06-28,0.24779787825899374,0.2514096461693721,0.24697265527916962,0.25033948798609595,0.015166589346138851,0.24530178574000003
2019-07-01,0.24960865585425723,0.2525216887980385,0.2508475973495059,0.25033948798609595,0.007935542410102097,0.24917632585904223
2019-07-02,0.25630858134736795,0.2538190777611808,0.2597045675427056,0.25254924543115576,0.011737233495901283,0.25803243284499755
2019-07-03,0.2577572241624227,0.26160337616184515,0.2597045675427056,0.25954678724032565,0.008360748746297483,0.25803243284499755
2019-07-04,0.2570329200372653,0.2634567687502259,0.26321045744778426,0.2610199705871252,0.00580194334857796,0.26153797593663963
2019-07-05,0.2624652873877956,0.26493950404784417,0.26616276910497655,0.2593626700784699,0.010768583645060387,0.264489987821511
2019-07-08,0.2619220333703726,0.26290076512498745,0.2578593771596633,0.26562363778937964,0.016064794677733044,0.2561873763766559
2019-07-10,0.27514079968411975,0.2634567687502259,0.2800018026426625,0.2588102131420654,0.02247059488133832,0.2783276973400498
2019-07-11,0.27803808531422924,0.2740211914116509,0.2744661962719127,0.27998706118226824,0.032247851674715375,0.27279263493203665
2019-07-12,0.2713381598211185,0.27105575619460376,0.2711448324494628,0.2753833939800138,0.005673624709664623,0.2694715546884241
2019-07-15,0.26644901192327125,0.2690169818935576,0.2639485265566766,0.26709682113617916,0.006881313278920095,0.26227596999143976
2019-07-16,0.26210311804284697,0.26493950404784417,0.26339498353041313,0.26194069699752026,0.013548778920184072,0.2617225101160102
2019-07-17,0.2680787394108003,0.26957298551879605,0.2729900228325051,0.2643346067547149,0.015639588341537655,0.2713165754910951
2019-07-18,0.27242463329122457,0.273279806073747,0.2735435658587686,0.27041145730376887,0.015523865243003549,0.2718701066978658
2019-07-19,0.27514079968411975,0.27439184870241334,0.27059125420157637,0.2739102457834934,0.006254829704648657,0.2689180234816534
2019-07-22,0.2662679272507969,0.2591939445700365,0.26007358448634027,0.270227304991634,0.022797676678411694,0.25840139420672703
2019-07-23,0.25811935894263144,0.25937929090451245,0.2619188100910055,0.2597309747027396,0.024659528841813917,0.2602464506750687
2019-07-24,0.25993017110263483,0.25974994819527497,0.2578593771596633,0.26415048959285914,0.008071403288763473,0.2561873763766559
2019-07-25,0.2534113302819984,0.2549311203898471,0.2508475973495059,0.2577053344195355,0.009477855016178984,0.24917632585904223
2019-07-26,0.251600552686735,0.2502976035407058,0.25177019254102706,0.24905045695143124,0.011457969498830487,0.25009881842754256
2019-07-29,0.24960865585425723,0.25066826083146826,0.2504785451842483,0.2545748505640807,0.008355720586465457,0.24880729316597158
2019-07-30,0.2557653618946849,0.252706999754325,0.2587819371295615,0.25310166721728117,0.018505337756203284,0.2571099046108267
2019-07-31,0.25630858134736795,0.25511643134613365,0.25324636598043465,0.2571529126334101,0.01829400419846318,0.251574877868484
2019-08-01,0.25938691708521183,0.25993529452975095,0.2597045675427056,0.2547590028762155,0.025024346978426655,0.25803243284499755
2019-08-02,0.25431671907963016,0.2558578166840375,0.2587819371295615,0.26009924417673014,0.004571628060078364,0.2571099046108267
2019-08-05,0.251600552686735,0.252706999754325,0.2541689611719558,0.257337064945545,0.009744548613669711,0.25249733477131375
2019-08-06,0.25485993853231326,0.2591939445700365,0.26118070576049024,0.2571529126334101,0.006617133761345383,0.25950845662026845
2019-08-07,0.2588436976325288,0.2575258629379423,0.2652401739134554,0.26065166596285555,0.008476471844831591,0.2635674952530107
2019-08-08,0.2727867680714333,0.2703143708566999,0.279448224394776,0.2678333952344394,0.018090187739671953,0.2777741661332791
2019-08-09,0.29270545987829116,0.28143479714336334,0.29845381213795413,0.27888218245973834,0.02447585016314996,0.29677790536676063
2019-08-12,0.30501883739440655,0.2934819197242171,0.3095250248794537,0.29508709382369613,0.026023216069858034,0.3078480658484576
2019-08-13,0.3149781832978355,0.3090505165255459,0.31672133077223996,0.30889806028018024,0.029832474536204422,0.3150436505454418
2019-08-14,0.32819694961158263,0.3164641576354478,0.3130309500061554,0.31313345800844405,0.04302395241872464,0.3113536446057702
2019-08-15,0.3164267915481503,0.3090505165255459,0.3095250248794537,0.31239688391018383,0.06694627760676587,0.3078480658484576
2019-08-16,0.3129863210300977,0.3147960760033535,0.31358449303241887,0.30889806028018024,0.03497268691008844,0.3119071401468704
2019-08-19,0.3198673311956828,0.3129426834149728,0.3122928456756401,0.31294930569630924,0.031218788483492663,0.3106155792196289
2019-08-20,0.3046566680494579,0.304417035054594,0.3039894185087039,0.31129197003737485,0.022508331220877684,0.3023129677747738
2019-08-21,0.3090025964946221,0.3118306407863064,0.31635231382860524,0.3059517287368602,0.017280025486736558,0.3146746535180417
2019-08-22,0.3118998475599916,0.31720550759516214,0.31764392596376106,0.3186578516210935,0.021854167626730935,0.3159661431139421
2019-08-23,0.30918364660235653,0.30997724819792566,0.3054655919481115,0.31589563723962927,0.02253852532066901,0.3037889915500448
